fund_id,fund_name,parent_company,fund_size,greatstone_return_rating,greatstone_risk_rating,fund_ratio_net_annual_expense,10_years_return_mean_annual_fund,10_years_return_fund,3_years_return_mean_annual_fund,fund_return_3years,2012_fund_return,aaa_rating,10_years_beta_category,3_years_return_mean_annual_category,5_years_alpha_fund,10_years_alpha_fund,10yrs_sharpe_ratio_fund,3_years_alpha_fund,cash_percent_of_portfolio,10_years_beta_fund,10_years_return_mean_annual_category,5yrs_sharpe_ratio_fund,3yrs_sharpe_ratio_fund,2016_return_fund,2010_return_fund,yield,portfolio_energy_allocation,aa_rating,portfolio_property_allocation,5_years_return_mean_annual_fund,5_years_return_fund,portfolio_financial_services,stock_percent_of_portfolio,b_rating,portfolio_cyclical_consumer_allocation,2016_return_category,below_b_rating,2017_return_fund,return_ytd,ytd_return_fund,fund_return_3months,2014_return_fund,pb_ratio,1_year_return_fund,portfolio_tech_allocation,10years_fund_std,portfolio_healthcare_allocation,portfolio_others,2010_return_category,years_down,3_years_return_category,5_years_beta_category,2018_return_fund,greatstone_rating
7829c76d-eb9b-42ed-ab9f-328f49372fbc,American Century Strategic Income Fund C Class,American Century Investments,Small,2.0,3.0,1.76,,0.0,0.29,3.55,,22.28,0.01,0.0,,,,1.86,3.5,,0.01,,0.83,6.24,,2.87,100.0,4.6,0.0,,0.0,0.0,0.0,11.47,0.0,7.52,2.94,4.95,4.48,4.48,4.48,,0.56,2.85,0.0,,0.0,0.4,,2.0,4.58,0.0,-2.62,2
27d80499-ac71-4619-8463-f0ffcc0ca6a2,American Century Emerging Markets Small Cap Fund R6 Class,American Century Investments,Medium,0.0,0.0,1.27,,0.0,,0.0,,0.0,0.01,0.01,,,,,2.08,,0.01,,,,,0.0,2.08,0.0,0.56,,0.0,18.93,96.35,0.0,30.42,8.47,0.0,38.86,10.45,10.45,10.45,,2.23,-14.27,11.99,,6.62,1.57,,1.0,9.11,0.01,-18.74,0
44049945-90c6-409a-960b-1b64f4518ab8,Fidelity Advisor Freedom 2005 Fund Class A,Fidelity Investments,Large,2.0,2.0,0.74,0.62,7.55,0.46,5.54,8.34,67.72,0.01,0.0,0.16,0.19,1.11,0.32,19.73,0.76,0.01,0.72,1.12,5.57,10.98,1.84,6.64,1.67,2.8,0.33,3.96,22.54,25.44,1.56,10.62,5.86,0.37,10.02,5.38,5.38,5.38,4.07,1.92,3.24,19.96,6.33,11.1,0.03,10.68,3.0,5.56,0.01,-2.69,2
ce6f2e72-1c65-47da-ae72-e477508e33ee,T. Rowe Price Summit Municipal Income Fund Advisor Class,T. Rowe Price,Medium,3.0,3.0,0.75,0.44,5.28,0.2,2.35,,3.42,0.01,0.0,-0.02,0.03,1.11,-0.34,0.47,1.13,0.0,0.94,0.32,0.23,,2.77,0.0,26.13,0.0,0.31,3.78,0.0,0.0,0.32,0.0,0.0,0.2,5.66,2.77,2.77,2.77,11.28,0.0,4.09,0.0,4.3,0.0,0.0,,1.0,2.55,0.01,0.23,3
273fee8d-c96e-46f4-a09a-a3c0ea82e4d0,Franklin LifeSmart 2050 Retirement Target Fund Class R6,Franklin Templeton Investments,Large,2.0,1.0,0.63,,0.0,0.73,8.79,,56.43,0.01,0.01,-1.09,,,-1.25,7.37,,0.01,0.56,0.9,3.55,,2.17,4.61,5.05,2.1,0.49,5.65,15.37,76.54,6.1,10.45,8.22,1.23,19.36,10.97,10.97,10.97,6.16,2.17,2.84,17.54,,12.24,0.25,,2.0,9.94,0.01,-7.18,2
076e3d3a-d2cd-4089-be9d-cfac51f8e4c1,Franklin Small-Mid Cap Growth Fund Class C,Franklin Templeton Investments,Medium,2.0,3.0,1.68,1.24,14.6,1.14,13.63,9.91,0.0,0.01,0.01,-3.35,-2.71,0.92,-1.05,2.53,1.13,0.01,0.57,0.94,3.58,27.47,0.0,1.09,0.0,1.84,0.71,7.82,8.31,97.26,0.0,13.42,6.03,0.0,20.57,20.13,20.13,20.13,6.81,4.89,10.37,36.61,15.75,14.58,0.21,24.61,8.0,14.18,0.01,-5.19,2
80c7cc19-15ce-4888-afed-98580ac779c3,PGIM Jennison Small Company Fund- Class B,PGIM Funds (Prudential),Medium,1.0,1.0,2.04,1.17,13.58,0.85,9.58,12.22,0.0,0.01,0.01,-5.3,-3.14,0.87,-5.14,3.8,1.1,0.01,0.41,0.63,12.37,24.75,0.0,4.31,0.0,11.71,0.55,5.76,14.46,96.2,0.0,12.44,11.2,0.0,18.5,15.97,15.97,15.97,7.11,1.89,-1.07,17.81,15.64,10.85,0.0,26.98,11.0,15.88,0.01,-14.44,2
8286cfb1-2718-448d-99f1-8a5b80e95985,Neuberger Berman Mid Cap Growth Fund Class R6,Neuberger Berman,Medium,4.0,3.0,0.61,1.3,15.56,1.28,15.24,,0.0,0.01,0.01,-1.94,-0.43,1.05,-1.29,2.11,1.02,0.01,0.69,0.96,5.06,,0.0,0.84,0.0,2.04,0.89,10.09,6.71,97.89,0.0,15.1,6.03,0.0,25.58,18.81,18.81,18.81,8.04,4.45,8.05,35.92,14.43,17.71,0.0,,1.0,14.18,0.01,-5.72,3
69484bb4-5459-4d27-a0ed-763a940e5e3f,Strategic Advisers Core Income Fund,Fidelity Investments,Medium,4.0,3.0,0.43,0.44,5.36,0.26,3.15,7.8,0.0,0.01,0.0,0.54,1.67,1.53,1.15,15.06,0.96,0.0,0.84,0.66,4.38,8.87,2.98,7.35,0.0,36.52,0.26,3.1,20.07,0.01,0.0,26.74,3.23,0.0,4.71,3.43,3.43,3.43,5.37,1.39,4.34,0.17,3.13,0.0,1.02,7.72,4.0,2.37,0.01,-0.34,4
dd715cae-f294-4e08-ba56-7429dbbd4f2e,American Century Mid Cap Value Fund R Class,American Century Investments,Medium,3.0,2.0,1.48,1.21,14.61,0.72,8.17,15.89,0.0,0.01,0.01,-2.54,-0.17,1.11,-5.21,2.6,0.94,0.01,0.62,0.6,22.17,18.97,0.75,7.63,0.0,3.0,0.68,7.74,23.34,97.4,0.0,10.6,18.06,0.0,11.02,13.16,13.16,13.16,15.76,1.87,0.33,10.36,12.6,8.92,0.0,21.92,5.0,8.55,0.01,-13.44,4
353780e8-d4d5-4f3e-af67-af6e6df78620,PIMCO RealPath 2045 Administrative,PIMCO,Large,1.0,3.0,1.03,,0.0,0.85,10.15,,0.0,0.02,0.01,-2.7,,,-2.18,19.25,,0.01,0.44,0.91,9.31,,6.22,0.0,0.0,0.0,0.44,4.84,0.0,16.52,0.0,0.0,7.93,0.0,18.28,7.62,7.62,2.09,4.16,2.83,-5.65,0.0,,0.0,15.59,,2.0,9.92,0.01,-8.66,1
85779446-49a6-46f4-bbe4-53550edafc1b,Goldman Sachs High Yield Fund Institutional Shares,Goldman Sachs,,3.0,4.0,0.74,0.8,9.75,0.6,7.34,15.8,0.0,0.0,0.01,2.13,7.8,1.27,5.74,4.39,0.41,0.01,0.49,1.2,13.8,13.69,5.64,91.87,0.0,0.0,0.29,3.38,7.94,1.2,0.0,0.2,13.3,0.0,6.16,7.76,7.76,7.76,2.21,0.0,5.5,0.0,7.2,0.0,0.15,14.24,5.0,6.97,0.0,-3.71,3
ae1747f0-db2c-42cd-ba00-a926777aef44,Frost Growth Equity Fund Class Institutional,Frost Funds,Large,4.0,3.0,0.64,1.31,15.76,1.41,17.37,12.66,0.0,0.01,0.01,1.89,-0.83,1.07,2.71,4.69,1.06,0.01,0.99,1.23,0.83,15.42,0.26,1.98,0.0,0.0,1.13,13.47,16.07,95.31,0.0,23.35,3.23,0.0,30.69,15.73,15.73,15.73,12.82,6.63,13.94,31.0,14.24,15.9,0.0,15.53,1.0,15.35,0.01,2.97,4
c5bbc6c3-f061-4c11-8427-da6302e4301b,Hartford Duration-Hedged Strat Inc R5,Hartford Mutual Funds,Small,0.0,0.0,0.85,,0.0,,0.0,,21.26,0.01,0.0,,,,,5.96,,0.01,,,,,4.06,0.0,2.75,0.0,,0.0,0.0,0.0,15.5,0.0,,13.33,,6.24,6.24,4.18,,0.0,7.08,0.0,,0.0,7.52,,2.0,4.58,0.0,,0
4a783323-1a64-4c6d-96eb-ecd98f2b1090,William Blair International Developed Plus Fund Class N,William Blair,Large,3.0,3.0,1.25,0.79,8.81,0.59,6.7,17.57,0.0,0.01,0.01,0.82,0.76,0.62,-0.99,5.22,0.9,0.01,0.26,0.52,-0.27,10.92,1.09,4.51,0.0,2.17,0.32,3.23,20.39,94.78,0.0,9.36,-2.14,0.0,23.43,14.6,14.6,14.6,-3.09,3.61,-1.67,15.78,14.62,12.88,0.0,14.78,5.0,8.05,0.01,-16.68,3
20a683ec-ce39-4d40-a1b4-d0cbe7ccf74f,Rice Hall James Smid Cap Portfolio Investor,Rice Hall James,Medium,1.0,3.0,1.01,1.03,11.65,0.76,8.59,3.8,0.0,0.01,0.01,-6.48,-5.7,0.74,-5.85,4.65,1.16,0.01,0.33,0.58,7.31,22.41,0.0,2.87,0.0,0.0,0.43,4.4,5.39,95.35,0.0,16.49,6.03,0.0,13.43,14.92,14.92,14.92,4.86,2.58,2.71,22.93,15.95,15.39,0.0,24.61,4.0,14.18,0.01,-7.86,1
2c43da03-6f61-45fb-8239-743dc891c6d1,AB Diversified Municipal Portfolio,AllianceBernstein,Medium,5.0,5.0,0.46,0.23,2.82,0.13,1.57,3.06,17.93,0.0,0.0,-0.74,-0.32,0.94,-0.71,4.56,0.63,0.0,0.61,0.12,-0.34,2.65,2.29,0.0,42.9,0.0,0.18,2.14,0.0,0.0,0.03,0.0,-0.15,0.08,3.01,2.38,2.38,2.38,4.12,0.0,4.24,0.0,2.5,0.0,0.0,1.61,3.0,1.11,0.0,0.95,5
fbe35047-9221-4064-baf4-7cbaa0966aa8,Columbia Large Cap Growth Fund Institutional 3 Class,Columbia,Large,3.0,4.0,0.69,1.37,16.57,1.23,14.83,20.74,0.0,0.01,0.01,0.25,-0.36,1.11,-0.3,2.53,1.08,0.01,0.87,1.02,1.23,17.63,0.0,0.71,0.0,0.82,1.07,12.53,10.1,97.47,0.0,16.36,3.23,0.0,28.11,16.62,16.62,16.62,14.43,4.41,9.12,36.84,14.36,15.37,0.0,15.53,2.0,15.35,0.01,-3.82,3
ec6fa28c-5065-44f6-a289-d518e572e98b,Thornburg Limited Term Income Fund Class I,Thornburg,Medium,5.0,5.0,0.49,0.4,4.82,0.21,2.55,7.87,38.88,0.0,0.0,0.79,2.21,1.81,0.91,11.22,0.63,0.0,1.18,0.92,3.49,6.63,2.71,0.0,11.73,0.0,0.21,2.48,0.0,0.0,0.28,0.0,2.08,0.02,2.73,2.08,2.08,2.08,3.76,0.0,3.79,0.0,2.34,0.0,0.0,4.11,1.0,1.87,0.0,1.22,5
5e3d2541-3766-4d5f-b45e-c3fa2e0118ac,Franklin Global Listed Infrastructure Fund Class R6,Franklin Templeton Investments,Large,4.0,4.0,0.82,,0.0,0.79,9.39,,0.0,0.01,0.01,1.3,,,1.5,0.18,,0.01,0.54,0.8,9.74,,2.13,17.75,0.0,0.0,0.56,6.3,0.0,99.82,0.0,0.0,9.17,0.0,23.88,13.76,13.76,13.76,15.34,2.19,7.79,0.0,,0.0,0.0,,2.0,8.24,0.01,-9.48,4
268feff6-50f7-4c79-97a6-c9ed54ed0a9f,Lord Abbett Bond Debenture Fund Class I,Lord Abbett,Medium,5.0,5.0,0.6,0.79,9.67,0.62,7.63,13.49,12.3,0.01,0.0,3.28,7.63,1.47,5.87,2.59,0.42,0.01,0.85,1.46,12.62,13.4,4.66,0.37,7.4,3.21,0.41,4.9,11.29,7.63,18.7,29.5,7.52,3.8,9.44,6.91,6.91,6.91,4.75,4.63,4.02,21.25,6.11,11.81,0.0,10.86,5.0,4.58,0.0,-3.77,5
bb7197de-6384-44bc-a088-955700b0be90,MassMutual RetireSMART Moderate Growth Fund Class A,MassMutual,Large,3.0,3.0,1.1,,0.0,0.76,9.07,14.88,50.9,0.01,0.01,-1.96,,,-1.63,3.09,,0.01,0.49,0.88,6.94,,2.35,4.71,6.6,5.65,0.45,5.09,17.17,72.07,1.83,13.32,7.93,1.52,18.15,11.15,11.15,11.15,3.16,2.22,2.95,17.83,,12.61,1.1,,2.0,8.38,0.01,-7.8,2
475069c9-eb47-4cd5-983c-d94191b345ec,Alger SMid Cap Focus Fund Class C,Alger,Medium,4.0,5.0,2.08,1.36,15.81,1.87,22.63,13.14,0.0,0.01,0.01,-1.62,-2.45,0.89,3.66,4.6,1.2,0.01,0.64,1.1,2.68,22.28,0.0,1.03,0.0,6.59,1.04,11.41,4.97,95.12,0.0,11.69,6.03,0.0,36.89,30.21,30.21,30.21,3.45,4.61,20.75,35.53,17.78,18.22,0.0,24.61,4.0,14.18,0.01,-4.89,3
884cae21-0800-44ff-a986-4e41fab9aa32,JPMorgan Global Allocation Fund Class I,JPMorgan,Large,5.0,3.0,0.82,,0.0,0.63,7.62,15.2,22.6,0.01,0.01,-0.29,,,-0.31,6.68,,0.01,0.62,0.98,5.5,,2.61,4.98,10.17,2.52,0.44,5.08,23.46,53.47,11.04,13.29,6.04,3.76,17.11,6.85,6.85,6.85,4.58,1.92,0.15,13.71,,11.32,0.02,,2.0,6.14,0.01,-5.82,5
6a77abf0-a28b-454d-839d-77620f2e24c7,MainStay MacKay Total Return Bond Fund Class R2,MainStay,Small,2.0,3.0,0.98,0.33,4.02,0.2,2.41,,0.0,0.01,0.0,-0.4,0.52,1.2,0.42,0.54,0.92,0.0,0.46,0.4,4.27,,2.48,0.0,0.0,0.0,0.17,2.07,0.0,0.0,0.0,0.0,3.23,0.0,4.25,3.32,3.32,3.32,4.5,1.53,3.55,0.0,2.92,0.0,2.5,,3.0,2.37,0.01,-1.58,2
e874f96b-b255-40ba-ac6f-f25e47884462,Eaton Vance AMT-Free Municipal Income Fund Class C,Eaton Vance,Medium,3.0,4.0,1.8,0.45,5.31,0.15,1.81,12.38,6.13,0.01,0.0,-0.34,-1.5,0.78,-0.74,0.57,1.52,0.0,0.81,0.18,-0.63,-1.42,2.87,0.0,46.58,0.0,0.27,3.27,0.0,0.0,0.0,0.0,0.0,0.0,4.07,2.67,2.67,2.67,12.57,0.0,4.11,0.0,6.26,0.0,0.0,1.65,5.0,2.55,0.01,0.48,3
4ba03ba5-5753-4644-b14d-f5003d9b665b,Calamos Convertible Fund Institutional Class,Calamos,Large,3.0,2.0,0.92,0.76,9.06,0.88,10.73,5.78,1.89,0.01,0.01,-0.22,-0.67,0.94,2.55,4.21,1.03,0.01,0.59,1.26,4.75,11.17,2.72,0.0,2.02,0.0,0.48,5.55,11.98,4.63,7.82,0.0,7.68,0.0,14.62,8.67,8.67,8.67,5.19,2.44,6.56,0.0,9.24,25.31,0.0,16.77,5.0,10.21,0.01,0.72,3
657ba236-6b25-4e09-8a6c-4412865f2da2,TIAA-CREF Emerging Markets Debt Fund Retirement Class,TIAA Investments,Medium,4.0,3.0,0.9,,0.0,0.6,7.23,,0.0,0.01,0.0,,,,5.02,2.21,,0.01,,0.88,13.79,,4.63,0.0,0.44,0.0,,0.0,0.0,0.07,28.32,0.0,10.51,1.35,13.64,7.28,7.28,7.28,,0.0,1.23,0.0,,0.0,1.79,,2.0,5.35,0.01,-6.22,4
9893e1f4-c033-4f49-8b91-63571b2275e6,Diamond Hill Small Cap Fund Class Y,Diamond Hill Funds,Medium,3.0,1.0,0.86,1.08,12.64,0.54,5.81,13.34,0.0,0.01,0.01,-5.94,-2.8,0.87,-7.23,0.0,1.01,0.01,0.27,0.4,14.57,,0.34,3.46,0.0,8.82,0.35,3.46,27.5,100.0,0.0,17.88,25.99,0.0,11.06,9.93,9.93,9.93,5.06,1.33,-5.44,1.93,14.46,2.76,0.0,,2.0,8.3,0.01,-14.79,3
24f39d33-3341-4787-aa7c-af9e7a74bc70,MassMutual Select Funds - RetireSMART 2010 Fund,MassMutual,Large,0.0,3.0,0.75,0.55,,0.29,,,52.34,0.01,0.0,-1.14,-0.65,0.79,-1.19,9.13,0.89,0.01,0.32,0.5,,,4.36,5.07,4.86,9.02,0.19,,17.11,33.38,9.12,13.32,,4.35,,-4.13,,,,2.24,,16.14,7.75,10.81,0.43,,3.0,,0.01,,2
55fe2453-2381-4ad0-9ab4-8bd89dcb9bb0,PNC Multi-Factor Large Cap Growth Fund Class I,PNC Funds,Large,3.0,3.0,0.66,1.26,15.24,1.11,13.26,13.48,0.0,0.01,0.01,0.58,-0.5,1.1,-1.25,1.57,1.0,0.01,0.91,0.97,1.71,15.47,0.56,0.01,0.0,0.78,1.0,11.81,5.05,98.43,0.0,27.79,3.23,0.0,31.63,14.92,14.92,14.92,19.54,4.63,6.92,23.69,13.3,17.68,0.0,15.53,7.0,15.35,0.01,-5.96,3
26bcaf65-d3c6-4e72-9f9c-9c9f988a1e67,Virtus Silvant Large-Cap Growth Stock Fund Class A,Virtus,Large,3.0,4.0,1.23,1.31,15.56,1.15,13.67,15.56,0.0,0.01,0.01,-1.4,-1.75,1.0,-1.34,3.59,1.12,0.01,0.74,0.92,-3.52,19.93,0.0,1.16,0.0,0.63,0.92,10.54,9.16,96.41,0.0,20.35,3.23,0.0,26.87,16.52,16.52,16.52,9.18,5.65,11.49,36.19,15.17,12.52,0.0,15.53,7.0,15.35,0.01,-0.83,3
ceea5c86-b794-47cc-bd5c-5206a9b6b2be,AIG Focused Alpha Large-Cap Fund Class C,AIG,Large,3.0,2.0,2.33,1.31,15.66,1.25,15.19,,0.0,0.01,0.01,-0.29,-1.12,1.04,0.28,0.56,1.08,0.01,0.82,1.07,5.23,,0.0,4.91,0.0,0.0,0.91,10.61,23.24,99.44,0.0,10.66,3.23,0.0,30.06,13.99,13.99,13.99,13.03,2.96,8.73,15.34,14.71,14.12,0.0,,2.0,15.35,0.01,-3.71,3
65e3cb83-5368-477e-b4df-335c443dd0c5,Goldman Sachs Short-Term Conservative Income Fund Preferred Shares,Goldman Sachs,,3.0,1.0,0.34,,0.0,0.14,1.7,,0.0,0.0,0.0,0.39,,,0.4,31.6,,0.0,1.98,1.67,,,2.38,0.0,0.0,0.0,0.1,1.21,0.0,0.0,0.0,0.0,,0.0,1.33,0.97,0.97,0.97,,0.0,2.52,0.0,,0.0,0.0,,,1.75,0.0,1.95,3
46c81276-0a1e-48e4-8458-a7d60b9746cb,American Funds International Growth and Income Fund Class C,American Funds,Large,2.0,2.0,1.69,0.68,7.5,0.55,6.27,17.92,0.0,0.01,0.01,-1.82,-0.14,0.56,-1.36,6.1,0.85,0.01,0.03,0.52,1.34,7.69,1.87,9.04,0.0,3.33,0.09,0.55,20.23,93.9,0.0,11.05,0.79,0.0,25.09,10.93,10.93,10.93,-4.02,1.57,-6.42,13.71,13.72,6.91,0.0,10.24,4.0,6.62,0.01,-15.07,3
3093ff7e-6287-41ec-8110-551e19666613,GMO Emerging Markets Series Fund Class R6,GMO,Large,4.0,3.0,0.96,0.84,8.53,0.95,11.04,,0.0,0.01,0.01,1.79,-0.85,0.5,2.75,1.3,1.12,0.01,0.29,0.76,17.58,,2.97,13.21,0.0,6.4,0.45,4.24,26.52,88.67,0.0,7.68,8.47,0.0,32.94,9.98,9.98,9.98,,1.25,-6.99,15.55,19.32,1.52,5.35,,2.0,9.11,0.01,-12.92,4
36ce146b-e8a9-46d0-b5f8-09cf1b9d22ee,Nationwide International Index Fund Class C,Nationwide,Large,2.0,3.0,1.37,0.72,7.69,0.54,6.18,17.48,0.0,0.01,0.01,-1.28,-0.86,0.52,-1.46,0.93,0.98,0.01,0.09,0.51,-0.12,7.0,2.93,5.99,0.0,3.9,0.15,1.15,18.93,99.03,0.0,11.49,0.79,0.0,24.01,9.8,9.8,9.8,-6.78,1.41,-5.07,7.75,15.66,11.33,0.04,10.24,6.0,6.62,0.01,-14.63,2
74e82bfb-2754-457c-bf81-8d0da9ce09a2,American Funds Corporate Bond Fund Class R-1,American Funds,Medium,3.0,3.0,1.67,,0.0,0.25,2.93,,14.75,0.01,0.0,0.43,,,0.8,4.59,,0.01,0.71,0.44,,,2.04,0.0,12.55,0.0,0.29,3.52,0.0,0.0,0.0,0.0,6.51,1.12,5.21,4.93,4.93,4.93,,0.0,4.15,0.0,,0.0,0.0,,1.0,3.71,0.01,-3.09,3
d26d0707-6df1-4736-a204-951d20d65c38,JPMorgan Inflation Managed Bond Fund Class R5 Shares,JPMorgan,Large,3.0,2.0,0.55,,0.0,0.14,1.67,5.65,65.73,0.01,0.0,-0.4,,,0.05,2.46,,0.0,0.24,0.22,3.81,,2.32,0.0,6.31,0.0,0.11,1.29,0.0,0.0,0.0,0.0,4.59,0.0,2.05,2.69,2.69,2.69,0.23,0.0,2.06,0.0,,0.0,0.0,5.94,3.0,1.65,0.01,-1.11,3
5a688fe2-2074-4c7b-b433-d8e14b31dcec,Russell Investments Investment Grade Bond Fund Class A,Russell,Medium,3.0,4.0,0.77,0.37,4.41,0.13,1.53,5.93,56.39,0.01,0.0,-0.44,0.56,1.24,-0.5,2.64,1.02,0.0,0.52,0.09,2.25,,2.15,0.0,8.59,0.0,0.19,2.31,0.0,0.0,0.11,0.0,3.23,0.45,3.16,3.06,3.06,3.06,5.71,0.0,3.65,0.0,3.14,0.0,0.0,7.72,2.0,2.37,0.01,-1.05,3
bb34d6b2-e2e4-4326-8d6c-7026fbf8c787,Voya Limited Maturity Bond Portfolio Class A,Voya,Medium,2.0,2.0,0.89,0.13,1.53,0.09,1.05,1.19,47.18,0.0,0.0,-0.4,0.28,0.99,-0.43,3.28,0.24,0.0,0.06,-0.29,0.9,2.97,1.11,0.0,10.44,0.0,0.07,0.84,0.0,0.0,0.0,0.0,2.08,0.0,0.94,1.31,1.31,1.31,0.31,0.0,2.49,0.0,1.08,0.0,0.0,4.11,1.0,1.87,0.0,0.71,2
fa9c64e5-4cda-4b85-beb9-1dc5644a87bf,Neuberger Berman Long Short Fund Institutional Class,Neuberger Berman,Large,3.0,2.0,1.61,,0.0,0.42,4.97,12.42,0.0,0.01,0.0,-2.86,,,-2.68,25.57,,0.01,0.38,0.61,3.69,,0.0,4.4,0.0,0.0,0.27,3.04,18.55,67.44,0.0,17.68,2.34,0.0,13.39,7.3,7.3,7.3,2.54,2.61,0.85,17.79,,7.57,0.13,,2.0,4.36,0.01,-6.85,3
59bed5f6-3849-4068-ab35-cb1e7730a18c,Baron WealthBuilder Fund Institutional Shares,Baron Capital Group,Medium,0.0,0.0,1.16,,0.0,,0.0,,0.0,0.01,0.01,,,,,1.61,,0.01,,,,,0.0,1.06,0.0,9.22,,0.0,14.04,98.08,0.0,22.62,,0.0,,18.82,18.82,18.82,,3.07,8.64,24.47,,12.8,0.01,,1.0,14.18,0.01,-6.38,0
76f8502a-c97d-4c90-a8bf-8b287b66db5b,Brown Advisory Small-Cap Growth Fund Investor Shares,Brown Advisory Funds,Medium,3.0,2.0,1.14,1.4,16.82,1.3,15.7,14.45,0.0,0.01,0.01,-1.29,0.13,1.05,0.75,7.26,1.07,0.01,0.69,1.02,9.55,29.06,0.35,1.12,0.0,0.14,0.91,10.26,5.57,92.74,0.0,15.75,11.2,0.0,16.91,21.55,21.55,21.55,0.02,2.97,12.61,26.95,15.61,15.65,0.0,26.98,6.0,15.88,0.01,-4.36,4
acd0a8aa-6291-4131-8a22-6c69a0a7765d,Neuberger Berman High Income Bond Fund Class C,Neuberger Berman,Small,1.0,3.0,1.83,0.71,8.57,0.47,5.68,13.33,2.47,0.0,0.01,0.92,6.54,1.1,4.13,2.48,0.46,0.01,0.31,0.98,12.91,13.56,4.41,0.0,0.0,0.0,0.2,2.26,0.0,0.0,29.95,0.0,13.3,6.14,4.43,6.54,6.54,6.54,0.37,0.0,4.29,0.0,7.3,0.0,0.0,14.24,2.0,6.97,0.0,-3.56,1
b46de09e-761e-407e-a125-500705f9e460,Invesco Conservative Allocation Fund Class S,Invesco,Large,2.0,2.0,0.96,0.58,6.99,0.41,4.96,11.27,31.83,0.01,0.0,-0.67,0.44,1.14,-0.78,10.95,0.67,0.01,0.54,0.88,6.73,,2.51,7.65,4.91,6.87,0.28,3.27,17.59,27.99,13.48,12.29,6.62,3.27,7.97,6.81,6.81,6.81,5.2,1.89,3.19,12.09,5.65,10.94,1.12,,2.0,5.53,0.01,-4.31,2
db51625e-e5bd-4833-8c6e-b671caf7b56d,DWS Core Equity Fund - Class Inst,DWS,Large,5.0,4.0,0.55,1.33,16.15,1.11,13.5,15.87,0.0,0.01,0.01,-0.25,-0.72,1.12,-0.4,0.96,1.07,0.01,0.88,1.07,10.38,14.36,1.25,4.25,0.0,3.35,0.94,11.06,16.34,99.04,0.0,14.25,10.37,0.0,21.48,13.62,13.62,13.62,11.65,2.52,7.75,20.46,13.84,14.34,0.0,14.01,3.0,11.84,0.01,-5.76,4
c8ae2c35-719a-4904-9d2c-e3617d95d87a,Columbia Adaptive Risk Allocation Fund Institutional 3 Class,Columbia,Large,4.0,2.0,0.79,,0.0,0.64,7.75,,0.0,0.01,0.0,0.77,,,0.66,37.16,,0.01,0.75,1.08,9.7,,3.42,4.63,0.0,19.06,0.46,5.44,13.86,17.45,0.0,10.42,5.99,0.0,13.44,9.18,9.18,9.18,,2.05,4.98,14.53,,9.58,4.43,,2.0,5.78,0.01,-4.47,4
0c0e6028-4b44-4484-85f1-af0cac60dad7,Spirit of America Municipal Tax Free Bond Fund Class A,Spirit of America,Medium,5.0,4.0,0.91,0.47,5.65,0.18,2.13,8.87,7.28,0.01,0.0,-0.14,-0.8,0.89,-0.44,0.0,1.42,0.0,0.89,0.28,0.64,2.44,3.12,0.0,48.33,0.0,0.3,3.61,0.0,0.0,2.46,0.0,-0.2,0.46,4.75,1.95,1.95,1.95,12.35,0.0,3.64,0.0,5.86,0.0,0.0,2.22,1.0,2.09,0.01,0.96,5
9bfdf51c-009c-4b16-b688-b09e58b0dd70,Janus Henderson Overseas Fund Class N,Janus Henderson,Large,3.0,5.0,0.53,0.57,4.78,0.74,8.41,,0.0,0.01,0.01,-4.13,-5.05,0.3,-0.16,2.34,1.24,0.01,-0.07,0.62,-6.79,,1.22,5.98,0.0,0.0,-0.03,-1.59,28.2,97.66,0.0,14.09,0.79,0.0,31.51,10.76,10.76,10.76,-13.5,1.14,-7.6,15.44,21.18,7.7,0.0,,4.0,6.62,0.01,-15.17,2
3c7c70c5-7ff4-4481-9371-5331dbf27893,Catalyst Buyback Strategy Fund Class A,Catalyst Mutual Funds,Large,3.0,3.0,1.53,,0.0,0.92,10.83,,0.0,0.01,0.01,-3.42,,,-2.43,1.53,,0.01,0.52,0.79,14.82,,0.0,0.0,0.0,2.68,0.63,6.92,13.18,98.47,0.0,16.84,14.14,0.0,19.64,10.36,10.36,10.36,-1.35,2.5,2.16,20.27,,19.9,0.0,,2.0,9.67,0.01,-7.43,3
64b1ba17-e0af-441d-b6c2-67410e659126,Virtus Duff & Phelps International Real Estate Securities Fund Class C,Virtus,Medium,3.0,3.0,2.25,1.1,12.58,0.57,6.4,33.98,0.0,0.01,0.01,0.8,1.17,0.8,-2.27,4.34,0.97,0.01,0.48,0.49,-0.34,18.02,2.94,0.0,0.0,96.92,0.54,5.91,0.0,92.04,0.0,0.0,1.97,0.0,20.56,14.07,14.07,14.07,9.7,1.05,6.93,2.16,15.95,0.0,3.62,17.22,5.0,6.27,0.01,-6.51,3
8e6d1611-926e-4b8d-9d0c-1f8f61752f1f,Fidelity Large Cap Value Index Inst,Fidelity Investments,Large,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
